astro_public_path,astro_file_path,filename,mapping_status,wordpress_upload_path,wordpress_public_url,wordpress_attachment_id,legacy_alt
/images/components/shared/waterproof-membrane.webp,public/images/components/shared/waterproof-membrane.webp,waterproof-membrane.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/active-solar-tile.webp,public/images/components/storm-guard/active-solar-tile.webp,active-solar-tile.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/dedicated-fastener.webp,public/images/components/storm-guard/dedicated-fastener.webp,dedicated-fastener.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/eaves-starter-drip-edge.webp,public/images/components/storm-guard/eaves-starter-drip-edge.webp,eaves-starter-drip-edge.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/flashing-board.webp,public/images/components/storm-guard/flashing-board.webp,flashing-board.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/gable-panel.webp,public/images/components/storm-guard/gable-panel.webp,gable-panel.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/gutter-board.webp,public/images/components/storm-guard/gutter-board.webp,gutter-board.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/matching-metal-tile.webp,public/images/components/storm-guard/matching-metal-tile.webp,matching-metal-tile.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/components/storm-guard/ridge-tile.webp,public/images/components/storm-guard/ridge-tile.webp,ridge-tile.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/factory/仓库出货区 (1).webp,public/images/factory/仓库出货区 (1).webp,仓库出货区 (1).webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/factory/仓库出货区 (2).webp,public/images/factory/仓库出货区 (2).webp,仓库出货区 (2).webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/factory/仓库出货区 (3).webp,public/images/factory/仓库出货区 (3).webp,仓库出货区 (3).webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/factory/实验室 (1).webp,public/images/factory/实验室 (1).webp,实验室 (1).webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/factory/实验室 (2).webp,public/images/factory/实验室 (2).webp,实验室 (2).webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/factory/实验室 (3).webp,public/images/factory/实验室 (3).webp,实验室 (3).webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/factory/样品区.webp,public/images/factory/样品区.webp,样品区.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/installation/storm-guard/3242c06590d2c61e8136049049fdfee.webp,public/images/installation/storm-guard/3242c06590d2c61e8136049049fdfee.webp,3242c06590d2c61e8136049049fdfee.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/installation/storm-guard/67c6e5ce79a8e59ce993b22c7bf5181.webp,public/images/installation/storm-guard/67c6e5ce79a8e59ce993b22c7bf5181.webp,67c6e5ce79a8e59ce993b22c7bf5181.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/installation/storm-guard/e22492b1a0126eb37079463e6ed6b2d.webp,public/images/installation/storm-guard/e22492b1a0126eb37079463e6ed6b2d.webp,e22492b1a0126eb37079463e6ed6b2d.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/installation/storm-guard/e65800c5b5edc91adc1f0edf0dde863.webp,public/images/installation/storm-guard/e65800c5b5edc91adc1f0edf0dde863.webp,e65800c5b5edc91adc1f0edf0dde863.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/beijing-new-world-lizun/sunlit-bipv-mounting-system-wooden-battens-scaled.webp,public/images/projects/beijing-new-world-lizun/sunlit-bipv-mounting-system-wooden-battens-scaled.webp,sunlit-bipv-mounting-system-wooden-battens-scaled.webp,legacy_alt_inherited,2026/05/sunlit-bipv-mounting-system-wooden-battens-scaled.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-mounting-system-wooden-battens-scaled.webp,2570,Corrugated waterproof underlayment and wooden counter battens prepared for the BIPV mounting system.
/images/projects/beijing-new-world-lizun/sunlit-bipv-mounting-system-wooden-battens.webp,public/images/projects/beijing-new-world-lizun/sunlit-bipv-mounting-system-wooden-battens.webp,sunlit-bipv-mounting-system-wooden-battens.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/beijing-new-world-lizun/sunlit-bipv-roof-villa-construction-site.webp,public/images/projects/beijing-new-world-lizun/sunlit-bipv-roof-villa-construction-site.webp,sunlit-bipv-roof-villa-construction-site.webp,legacy_alt_inherited,2026/05/sunlit-bipv-roof-villa-construction-site.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-roof-villa-construction-site.webp,2571,A Beijing villa under construction featuring the newly installed Sunlit BIPV roof system.
/images/projects/beijing-new-world-lizun/sunlit-invisible-solar-roof-waterproof-surface.webp,public/images/projects/beijing-new-world-lizun/sunlit-invisible-solar-roof-waterproof-surface.webp,sunlit-invisible-solar-roof-waterproof-surface.webp,legacy_alt_inherited,2026/05/sunlit-invisible-solar-roof-waterproof-surface.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-invisible-solar-roof-waterproof-surface.webp,2572,"Water droplets on the waterproof surface of the invisible solar roof tiles, demonstrating excellent weather resistance."
/images/projects/beijing-new-world-lizun/sunlit-solar-roof-installation-over-battens.webp,public/images/projects/beijing-new-world-lizun/sunlit-solar-roof-installation-over-battens.webp,sunlit-solar-roof-installation-over-battens.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-installation-over-battens.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-installation-over-battens.webp,2573,Installation of Sunlit solar roof tiles over the breathable wooden batten framework and underlayment.
/images/projects/beijing-new-world-lizun/sunlit-solar-slate-roof-edge-finish-beijing.webp,public/images/projects/beijing-new-world-lizun/sunlit-solar-slate-roof-edge-finish-beijing.webp,sunlit-solar-slate-roof-edge-finish-beijing.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-roof-edge-finish-beijing.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-roof-edge-finish-beijing.webp,2574,Sleek edge finish of the Sunlit solar slate roof on a high-end Beijing residential project.
/images/projects/beijing-new-world-lizun/sunlit-solar-tiles-neighborhood-integration.webp,public/images/projects/beijing-new-world-lizun/sunlit-solar-tiles-neighborhood-integration.webp,sunlit-solar-tiles-neighborhood-integration.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-bipv-solar-roof-underlayment-installation.webp,public/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-bipv-solar-roof-underlayment-installation.webp,sunlit-bipv-solar-roof-underlayment-installation.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-roof-underlayment-installation.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-roof-underlayment-installation.webp,2576,Installation process of the BIPV solar roof showing the specialized mounting battens and waterproof underlayment.
/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-lumina-slate-bipv-solar-roof-beijing-exterior.webp,public/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-lumina-slate-bipv-solar-roof-beijing-exterior.webp,sunlit-lumina-slate-bipv-solar-roof-beijing-exterior.webp,legacy_alt_inherited,2026/05/sunlit-lumina-slate-bipv-solar-roof-beijing-exterior.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-lumina-slate-bipv-solar-roof-beijing-exterior.webp,2577,Exterior view of a luxury villa in Beijing featuring the Sunlit Lumina Slate invisible BIPV solar roof.
/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-roof-mounting-structure-details.webp,public/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-roof-mounting-structure-details.webp,sunlit-solar-roof-mounting-structure-details.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-mounting-structure-details.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-mounting-structure-details.webp,2578,Exposed roof structure showing the aluminum batten framing for the Lumina Slate BIPV system.
/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-roof-tiles-beijing-poly-details-1.webp,public/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-roof-tiles-beijing-poly-details-1.webp,sunlit-solar-roof-tiles-beijing-poly-details-1.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-tiles-beijing-poly-details-1.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-tiles-beijing-poly-details-1.webp,2579,Close-up details of the seamless multi-hip roof installation using Lumina Slate solar tiles.
/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-roof-tiles-beijing-poly-details-2.webp,public/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-roof-tiles-beijing-poly-details-2.webp,sunlit-solar-roof-tiles-beijing-poly-details-2.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-tiles-beijing-poly-details-2.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-tiles-beijing-poly-details-2.webp,2580,Close-up view of the roof installation using Lumina Slate solar tiles solution.
/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-slate-ridge-sealing-beijing.webp,public/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-slate-ridge-sealing-beijing.webp,sunlit-solar-slate-ridge-sealing-beijing.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-ridge-sealing-beijing.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-ridge-sealing-beijing.webp,2581,Waterproof ridge sealing and edge-to-edge modular fitting of Sunlit solar slate.
/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-tiles-skylight-integration-beijing.webp,public/images/projects/beijing-poly-longshang-luxury-villa-bipv-integration-on-complex-roof-geometry/sunlit-solar-tiles-skylight-integration-beijing.webp,sunlit-solar-tiles-skylight-integration-beijing.webp,legacy_alt_inherited,2026/05/sunlit-solar-tiles-skylight-integration-beijing.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-tiles-skylight-integration-beijing.webp,2582,Workers installing Lumina Slate solar tiles seamlessly around existing roof skylights.
/images/projects/beijing-tanxiangshan-villa/sunlit-bipv-solar-roof-staggered-layout-beijing.webp,public/images/projects/beijing-tanxiangshan-villa/sunlit-bipv-solar-roof-staggered-layout-beijing.webp,sunlit-bipv-solar-roof-staggered-layout-beijing.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/beijing-tanxiangshan-villa/sunlit-lumina-slate-bipv-roof-vs-traditional-tiles.webp,public/images/projects/beijing-tanxiangshan-villa/sunlit-lumina-slate-bipv-roof-vs-traditional-tiles.webp,sunlit-lumina-slate-bipv-roof-vs-traditional-tiles.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/beijing-tanxiangshan-villa/sunlit-solar-roof-tiles-wiring-installation-1.webp,public/images/projects/beijing-tanxiangshan-villa/sunlit-solar-roof-tiles-wiring-installation-1.webp,sunlit-solar-roof-tiles-wiring-installation-1.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/beijing-tanxiangshan-villa/sunlit-solar-slate-ridge-capping-skylight.webp,public/images/projects/beijing-tanxiangshan-villa/sunlit-solar-slate-ridge-capping-skylight.webp,sunlit-solar-slate-ridge-capping-skylight.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-ridge-capping-skylight.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-ridge-capping-skylight.webp,2586,Close-up of the DC wiring and structural battens before the final solar tiles are locked into place.
/images/projects/beijing-tanxiangshan-villa/unlit-solar-roof-tiles-wiring-installation-2.webp,public/images/projects/beijing-tanxiangshan-villa/unlit-solar-roof-tiles-wiring-installation-2.webp,unlit-solar-roof-tiles-wiring-installation-2.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/custom-red-bipv-solutions/colored-bipv-red-solar-roof-top-down.webp,public/images/projects/custom-red-bipv-solutions/colored-bipv-red-solar-roof-top-down.webp,colored-bipv-red-solar-roof-top-down.webp,legacy_alt_inherited,2026/05/colored-bipv-red-solar-roof-top-down.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/colored-bipv-red-solar-roof-top-down.webp,2719,"Top-down aerial view of a custom red BIPV roof, seamlessly blending active solar tiles with color-matched inactive roofing."
/images/projects/custom-red-bipv-solutions/custom-red-solar-panels-close-up.webp,public/images/projects/custom-red-bipv-solutions/custom-red-solar-panels-close-up.webp,custom-red-solar-panels-close-up.webp,legacy_alt_inherited,2026/05/custom-red-solar-panels-close-up.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/custom-red-solar-panels-close-up.webp,2720,Close-up view of the custom terracotta-colored solar panels and matching non-active tiles designed for heritage roofs.
/images/projects/custom-red-bipv-solutions/heritage-style-red-solar-roofs-forest.webp,public/images/projects/custom-red-bipv-solutions/heritage-style-red-solar-roofs-forest.webp,heritage-style-red-solar-roofs-forest.webp,legacy_alt_inherited,2026/05/heritage-style-red-solar-roofs-forest.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/heritage-style-red-solar-roofs-forest.webp,2721,Wide aerial shot of a forest resort featuring vibrant red solar roofs that strictly respect traditional architectural aesthetics.
/images/projects/custom-red-bipv-solutions/integrated-red-solar-tiles-aerial.webp,public/images/projects/custom-red-bipv-solutions/integrated-red-solar-tiles-aerial.webp,integrated-red-solar-tiles-aerial.webp,legacy_alt_inherited,2026/05/integrated-red-solar-tiles-aerial.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/integrated-red-solar-tiles-aerial.webp,2722,Close-up aerial view showing the precise integration of red solar tiles and ventilation systems on a complex roof structure.
/images/projects/hangzhou-eco-tech-building/sunlit-bipv-roof-tiles-t-shape-intersection.webp,public/images/projects/hangzhou-eco-tech-building/sunlit-bipv-roof-tiles-t-shape-intersection.webp,sunlit-bipv-roof-tiles-t-shape-intersection.webp,legacy_alt_inherited,2026/05/sunlit-bipv-roof-tiles-t-shape-intersection.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-roof-tiles-t-shape-intersection.webp,2588,Aerial top-down view showing the precise T-shape intersection of the BIPV roof tiles on the tech demo building.
/images/projects/hangzhou-eco-tech-building/sunlit-bipv-solar-roof-eco-building-hangzhou.webp,public/images/projects/hangzhou-eco-tech-building/sunlit-bipv-solar-roof-eco-building-hangzhou.webp,sunlit-bipv-solar-roof-eco-building-hangzhou.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-roof-eco-building-hangzhou.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-roof-eco-building-hangzhou.webp,2589,Aerial perspective of the Hangzhou eco-friendly tech building featuring a comprehensive BIPV solar roof.
/images/projects/hangzhou-eco-tech-building/sunlit-invisible-solar-roofing-commercial-project.webp,public/images/projects/hangzhou-eco-tech-building/sunlit-invisible-solar-roofing-commercial-project.webp,sunlit-invisible-solar-roofing-commercial-project.webp,legacy_alt_inherited,2026/05/sunlit-invisible-solar-roofing-commercial-project.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-invisible-solar-roofing-commercial-project.webp,2590,Elevated street view of the commercial tech building showcasing the seamless invisible solar roofing design.
/images/projects/hangzhou-eco-tech-building/sunlit-solar-roof-skylight-integration-hangzhou.webp,public/images/projects/hangzhou-eco-tech-building/sunlit-solar-roof-skylight-integration-hangzhou.webp,sunlit-solar-roof-skylight-integration-hangzhou.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-skylight-integration-hangzhou.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-skylight-integration-hangzhou.webp,2591,High-angle view highlighting the flush integration of large skylights within the solar roof system.
/images/projects/hangzhou-eco-tech-building/sunlit-solar-slate-wood-structure-integration.webp,public/images/projects/hangzhou-eco-tech-building/sunlit-solar-slate-wood-structure-integration.webp,sunlit-solar-slate-wood-structure-integration.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-wood-structure-integration.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-wood-structure-integration.webp,2592,"Front facade of the timber structure building, perfectly complemented by the modern Sunlit solar slate roof."
/images/projects/hangzhou-eco-tech-building/sunlit-solar-tiles-steep-pitch-roof-application.webp,public/images/projects/hangzhou-eco-tech-building/sunlit-solar-tiles-steep-pitch-roof-application.webp,sunlit-solar-tiles-steep-pitch-roof-application.webp,legacy_alt_inherited,2026/05/sunlit-solar-tiles-steep-pitch-roof-application.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-tiles-steep-pitch-roof-application.webp,2593,"Close-up of the ultra-steep pitched tower roof successfully clad in Sunlit solar tiles, demonstrating secure installation."
/images/projects/hangzhou-jiuxi-rose-garden/sunlit-bipv-solar-roof-european-mansion-jiuxi.webp,public/images/projects/hangzhou-jiuxi-rose-garden/sunlit-bipv-solar-roof-european-mansion-jiuxi.webp,sunlit-bipv-solar-roof-european-mansion-jiuxi.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-roof-european-mansion-jiuxi.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-roof-european-mansion-jiuxi.webp,2594,"Front view of a luxurious European-style mansion in Jiuxi Rose Garden, equipped with a seamless Sunlit BIPV solar roof."
/images/projects/hangzhou-jiuxi-rose-garden/sunlit-invisible-solar-slate-luxury-estate-exterior.webp,public/images/projects/hangzhou-jiuxi-rose-garden/sunlit-invisible-solar-slate-luxury-estate-exterior.webp,sunlit-invisible-solar-slate-luxury-estate-exterior.webp,legacy_alt_inherited,2026/05/sunlit-invisible-solar-slate-luxury-estate-exterior.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-invisible-solar-slate-luxury-estate-exterior.webp,2595,"Wide exterior view of an ultra-luxury estate featuring a pristine lawn and a modern, invisible solar slate roof."
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-aesthetic-bipv-solar-roof-framed-by-trees.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-aesthetic-bipv-solar-roof-framed-by-trees.webp,sunlit-aesthetic-bipv-solar-roof-framed-by-trees.webp,legacy_alt_inherited,2026/05/sunlit-aesthetic-bipv-solar-roof-framed-by-trees.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-aesthetic-bipv-solar-roof-framed-by-trees.webp,2596,"The aesthetic Sunlit BIPV solar roof of a luxury residence, beautifully framed by tree leaves, demonstrating nature harmony."
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-roof-dormer-window-integration-details.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-roof-dormer-window-integration-details.webp,sunlit-bipv-roof-dormer-window-integration-details.webp,legacy_alt_inherited,2026/05/sunlit-bipv-roof-dormer-window-integration-details.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-roof-dormer-window-integration-details.webp,2597,Wide aerial view of luxury villas in Hangzhou Xianghu featuring comprehensive Sunlit BIPV solar roofs integrated with the green landscape.
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-roof-flush-skylight-details.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-roof-flush-skylight-details.webp,sunlit-bipv-roof-flush-skylight-details.webp,legacy_alt_inherited,2026/05/sunlit-bipv-roof-flush-skylight-details.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-roof-flush-skylight-details.webp,2598,A picturesque view of a villa with Sunlit BIPV roof harmonizing with the scenic Xianghu mountains and a bird in flight.
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-roof-scenic-harmony-xianghu-mountains.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-roof-scenic-harmony-xianghu-mountains.webp,sunlit-bipv-roof-scenic-harmony-xianghu-mountains.webp,legacy_alt_inherited,2026/05/sunlit-bipv-roof-scenic-harmony-xianghu-mountains.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-roof-scenic-harmony-xianghu-mountains.webp,2599,Low-angle close-up of Sunlit BIPV roof tiles fitting seamlessly around a classic dormer window under a dramatic sky.
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-solar-roof-aerial-view-hangzhou-xianghu.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-bipv-solar-roof-aerial-view-hangzhou-xianghu.webp,sunlit-bipv-solar-roof-aerial-view-hangzhou-xianghu.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-roof-aerial-view-hangzhou-xianghu.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-roof-aerial-view-hangzhou-xianghu.webp,2600,Detailed close-up of the watertight flashing and flush integration of a skylight cluster within the solar slate roof.
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-completed-solar-tile-roof-xianghu-villa.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-completed-solar-tile-roof-xianghu-villa.webp,sunlit-completed-solar-tile-roof-xianghu-villa.webp,legacy_alt_inherited,2026/05/sunlit-completed-solar-tile-roof-xianghu-villa.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-completed-solar-tile-roof-xianghu-villa.webp,2601,"Aerial perspective of the completed, sleek Sunlit solar tile roof on a grey brick villa in Xianghu Arcadia."
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-roof-tiles-detail-decorative-vent.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-roof-tiles-detail-decorative-vent.webp,sunlit-solar-roof-tiles-detail-decorative-vent.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-tiles-detail-decorative-vent.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-tiles-detail-decorative-vent.webp,2602,Aerial view focusing on the precise integration of large skylights within the Sunlit solar slate roof system.
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-slate-installed-texture-close-up.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-slate-installed-texture-close-up.webp,sunlit-solar-slate-installed-texture-close-up.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-installed-texture-close-up.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-installed-texture-close-up.webp,2603,Macro close-up showcasing the fine texture and interlocking details of the installed Sunlit solar slates.
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-slate-roof-tiles-xianghu-details.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-slate-roof-tiles-xianghu-details.webp,sunlit-solar-slate-roof-tiles-xianghu-details.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-roof-tiles-xianghu-details.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-roof-tiles-xianghu-details.webp,2604,Close-up details of the seamless edge finish of Lumina Slate roof tiles on a traditional grey brick villa.
/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-slate-skylight-integration-aerial.webp,public/images/projects/hangzhou-xianghu-arcadia-villa/sunlit-solar-slate-skylight-integration-aerial.webp,sunlit-solar-slate-skylight-integration-aerial.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-skylight-integration-aerial.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-skylight-integration-aerial.webp,2605,Detailed view of Sunlit solar roof tiles fitting around a traditional cross-shaped decorative roof vent.
